ActivityLevel,CourseName,CourseNumber,CoursePaidTime,CourseParkTime,CoursePreparationTime,CourseStartTimeLocal,CourseStartTimeUTC,CourseType,CourseUid,Destination,DestinationName,DisplayGroupId,FastTrackedTime,FirstDisplayTime,FirstStoreTime,FirstTenderTime,FirstViewedTime,FoodDeliveredTime,InsertDate,ItemCategory,ItemCookStartTime,ItemCookTime,ItemDescription,ItemId,ItemNumber,ItemQuantity,ItemTagTime,ItemUID,LastBumpTime,LastPreparedTime,LastRecallTime,LastTotalTime,LastUnbumpTime,Modifier1Id,Modifier2Id,Modifier3Id,ParentItemNumber,PriorityStatusReached,PriorityTime,RemakeTime,RushStatusReached,RushTime,ServerId,ServerName,SoSTag,StationType,seat,TerminalNumber,TimeStampLocal,TimeStampUTC,TopLevelItem,TransactionNumber,TransactionStartTimeLocal,TransactionStartTimeUIC,TransactionUID,UID,ViewId,ViewName,Token
1,ENTREES,1,-1,-1,559,2022-03-28T18:12:55.646,2022-03-28T23:12:55.646,Entree,b0037ad3-f557-4a74-8601-1d97f51853fb,1,Dining Room,1,0,521,-1,0,521,-1,2022-03-28T23:24:17.926302,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,611,521,-1,-1,-1,0,0,0,0,TRUE,0,0,TRUE,44,148,LAEL G,View 1509,Expediter,998,1,2022-03-28T18:23:07.073,2022-03-28T23:23:07.073,FALSE,311,2022-03-28T18:12:55.646,0001-01-01T00:00:00,5f6bf97e-18d3-4544-8154-2a30050a67d7,3e7d840b-fe0b-4fff-8054-fd9f040d7ed0,15,Need To Run,2022-03-28 18:23:07.073000_3e7d840b-fe0b-4fff-8054-fd9f040d7ed0
1,APPETIZERS,1,-1,-1,325,2022-03-28T18:17:23.948,2022-03-28T23:17:23.948,Appetizer,790781fb-527c-4449-948d-e364b4b10ef4,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.926302,1051,11,325,*Avo Roll,1051,1,1,-1,3e62b1c0-9e24-4acf-a742-f716d9871bf4,345,-1,-1,-1,-1,0,0,0,0,TRUE,19,0,FALSE,0,141,VYZION F,S11V111,Prep,81,9,2022-03-28T18:23:09.452,2022-03-28T23:23:09.452,TRUE,319,2022-03-28T18:17:23.947,0001-01-01T00:00:00,9ed41a11-ba54-4281-be3c-73c13bd4de86,7731dbd5-75d7-4428-b13e-34596ea12f4f,11,FRY,2022-03-28 18:23:09.452000_7731dbd5-75d7-4428-b13e-34596ea12f4f
1,APPETIZERS,1,-1,-1,325,2022-03-28T18:17:23.948,2022-03-28T23:17:23.948,Appetizer,790781fb-527c-4449-948d-e364b4b10ef4,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:24:17.926302,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,345,345,-1,-1,-1,0,0,0,0,TRUE,19,0,FALSE,0,141,VYZION F,S08V208,Assembler,81,9,2022-03-28T18:23:09.468,2022-03-28T23:23:09.468,FALSE,319,2022-03-28T18:17:23.947,0001-01-01T00:00:00,9ed41a11-ba54-4281-be3c-73c13bd4de86,f700bb01-23e6-4676-838a-06f75de7cc81,8,Appetizers,2022-03-28 18:23:09.468000_f700bb01-23e6-4676-838a-06f75de7cc81
1,APPETIZERS,1,-1,-1,325,2022-03-28T18:17:23.948,2022-03-28T23:17:23.948,Appetizer,790781fb-527c-4449-948d-e364b4b10ef4,1,Dining Room,1,0,345,-1,0,345,-1,2022-03-28T23:27:24.628183,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,352,345,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,141,VYZION F,View 1509,Expediter,81,9,2022-03-28T18:23:16.847,2022-03-28T23:23:16.847,FALSE,319,2022-03-28T18:17:23.947,0001-01-01T00:00:00,9ed41a11-ba54-4281-be3c-73c13bd4de86,627cabde-3df5-4307-8e7e-7ff48537827e,15,Need To Run,2022-03-28 18:23:16.847000_627cabde-3df5-4307-8e7e-7ff48537827e
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:27:24.643834,7736,24,960,FB Margherita,7736,9,1,-1,5e826796-aa6c-4eb9-b3ea-2b716fbc0684,541,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S05V105,Prep,998,1,2022-03-28T18:23:26.9,2022-03-28T23:23:26.9,TRUE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,85f8dd8e-c77e-4645-b80e-29fcf85291e2,5,PIZZA,2022-03-28 18:23:26.900000_85f8dd8e-c77e-4645-b80e-29fcf85291e2
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,21,-1,1,21,-1,2022-03-28T23:27:24.659471,6934,39,743,Almd SalmSal,6934,7,1,-1,c8997f04-0865-4ced-97a9-98a364dcf7fe,50,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:23:42.807,2022-03-28T23:23:42.807,TRUE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,29e70872-94e0-4c37-bd14-d058f85f78da,9,BROILER,2022-03-28 18:23:42.807000_29e70872-94e0-4c37-bd14-d058f85f78da
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,21,-1,1,21,-1,2022-03-28T23:27:24.659471,225,39,1,Dry - Dress Side,225,8,1,-1,febec374-38f0-493a-a2a7-7499c6205bea,50,-1,-1,-1,-1,0,0,0,7,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:23:42.809,2022-03-28T23:23:42.809,FALSE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,3b552f51-b76e-4e81-86b8-40762dedf385,9,BROILER,2022-03-28 18:23:42.809000_3b552f51-b76e-4e81-86b8-40762dedf385
1,ENTREES,2,-1,-1,960,2022-03-28T18:16:16.742,2022-03-28T23:16:16.742,Entree,a2d9d209-99e9-4dc5-9c91-22844bc23dd4,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.092279,7736,9,960,FB Margherita,7736,3,1,-1,d97bf643-8eb7-414e-9169-feaa5d04622d,597,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,501,JOSH D,S05V105,Prep,1,6,2022-03-28T18:26:14.669,2022-03-28T23:26:14.669,TRUE,315,2022-03-28T18:16:16.742,0001-01-01T00:00:00,e915ccd1-6f2e-45b2-86b3-178b7a034348,aeea7fd0-c8e0-4398-b56a-1f083f2a5d26,5,PIZZA,2022-03-28 18:26:14.669000_aeea7fd0-c8e0-4398-b56a-1f083f2a5d26
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,2913,2,513,*Chopped Sal,2913,10,1,-1,6d8f7321-cc6d-42c2-a62a-21e553e3c5cd,4,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.976,2022-03-28T23:26:38.976,TRUE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,fceaba9c-3e18-4c99-aec9-36813480a888,9,BROILER,2022-03-28 18:26:38.976000_fceaba9c-3e18-4c99-aec9-36813480a888
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,225,2,1,Dry - Dress Side,225,11,1,-1,41afa665-3e0c-44c5-beda-8d8161b03a3e,4,-1,-1,-1,-1,0,0,0,10,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.978,2022-03-28T23:26:38.978,FALSE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,2c04c838-dcdb-4fb3-b6ae-dd2a934dbbf4,9,BROILER,2022-03-28 18:26:38.978000_2c04c838-dcdb-4fb3-b6ae-dd2a934dbbf4
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,6926,2,297,Add Chkn,6926,12,1,-1,8f4dd8a0-5da0-41ad-9eea-f7a216404685,4,-1,-1,-1,-1,0,0,0,10,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.979,2022-03-28T23:26:38.979,FALSE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,eb778337-e700-4cbb-81bc-14b26ff37ef6,9,BROILER,2022-03-28 18:26:38.979000_eb778337-e700-4cbb-81bc-14b26ff37ef6
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,6928,2,513,Add Salmon,6928,13,1,-1,749a59cf-1125-49f1-908d-25565a3cc3d8,4,-1,-1,-1,-1,0,0,0,10,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.981,2022-03-28T23:26:38.981,FALSE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,8d6d4b09-699f-4f90-bc7c-a874ba061fe2,9,BROILER,2022-03-28 18:26:38.981000_8d6d4b09-699f-4f90-bc7c-a874ba061fe2
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,2913,2,513,*Chopped Sal,2913,6,1,-1,32053ec3-0ee6-46b7-b70f-c4b8982451eb,4,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.985,2022-03-28T23:26:38.985,TRUE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,980fc59a-30b9-430c-82b1-f094e1f2f2b3,9,BROILER,2022-03-28 18:26:38.985000_980fc59a-30b9-430c-82b1-f094e1f2f2b3
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,225,2,1,Dry - Dress Side,225,7,1,-1,10aade96-5a70-4671-89ae-ec5fdc84b392,4,-1,-1,-1,-1,0,0,0,6,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.987,2022-03-28T23:26:38.987,FALSE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,0a6f5048-6205-4a4a-b669-fb49eae248a2,9,BROILER,2022-03-28 18:26:38.987000_0a6f5048-6205-4a4a-b669-fb49eae248a2
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,6926,2,297,Add Chkn,6926,8,1,-1,c73417b0-655b-4c50-9f77-9e85c7756ba5,4,-1,-1,-1,-1,0,0,0,6,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.988,2022-03-28T23:26:38.988,FALSE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,64536711-88b6-4b6b-ba53-966d5c6979c5,9,BROILER,2022-03-28 18:26:38.988000_64536711-88b6-4b6b-ba53-966d5c6979c5
1,ENTREES,1,-1,-1,513,2022-03-28T18:26:34.956,2022-03-28T23:26:34.956,Entree,2fa6ad61-ac29-423e-9aa6-b340996fc4b1,8,DIGITAL,1,0,0,-1,0,0,-1,2022-03-28T23:28:27.154779,6928,2,513,Add Salmon,6928,9,1,-1,66c8a71c-db2d-449e-b9fa-489d69a69a1a,4,-1,-1,-1,-1,0,0,0,6,FALSE,0,0,FALSE,0,985,FRED D,S09V109,Prep,985,1,2022-03-28T18:26:38.989,2022-03-28T23:26:38.989,FALSE,329,2022-03-28T18:26:34.956,0001-01-01T00:00:00,8c017fae-d281-4875-ab24-67753294b1d7,eb7d36e1-609b-44d1-aed6-6685e0884ea3,9,BROILER,2022-03-28 18:26:38.989000_eb7d36e1-609b-44d1-aed6-6685e0884ea3
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,317,-1,1,317,-1,2022-03-28T23:31:35.004298,6054,336,447,Spag Meatballs,6054,14,1,-1,ac229f28-0ea5-4a30-bf9d-2c81b90dc121,337,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S05V105,Prep,985,1,2022-03-28T18:28:29.741,2022-03-28T23:28:29.741,TRUE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,e718052a-86ec-40bb-99b2-369240d5f0cf,5,PIZZA,2022-03-28 18:28:29.741000_e718052a-86ec-40bb-99b2-369240d5f0cf
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,317,-1,1,317,-1,2022-03-28T23:31:35.004298,6054,336,447,Spag Meatballs,6054,15,1,-1,a43f033a-e61c-408e-85ba-433ba1838df8,337,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S05V105,Prep,985,1,2022-03-28T18:28:29.745,2022-03-28T23:28:29.745,TRUE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,6b726102-b11c-4658-ad80-15f59faa6e9a,5,PIZZA,2022-03-28 18:28:29.745000_6b726102-b11c-4658-ad80-15f59faa6e9a
1,APPETIZERS,2,-1,-1,692,2022-03-28T18:16:33.722,2022-03-28T23:16:33.722,Appetizer,44638862-37fd-452a-950a-074bb2e7d8bb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.004298,1079,62,692,*Tamale Cake,1079,1,1,-1,043d8c1b-8e2f-46b8-b533-410137a4b5ec,734,-1,-1,-1,-1,0,0,0,0,TRUE,40,0,FALSE,0,491,ANGELA F,S11V111,Prep,32,12,2022-03-28T18:28:48.045,2022-03-28T23:28:48.045,TRUE,312,2022-03-28T18:14:05.486,0001-01-01T00:00:00,1c337907-235b-4a76-bb4a-8df84293221b,dad2a476-9824-407c-b6ca-58fe4b1a63e0,11,FRY,2022-03-28 18:28:48.045000_dad2a476-9824-407c-b6ca-58fe4b1a63e0
1,APPETIZERS,2,-1,-1,692,2022-03-28T18:16:33.722,2022-03-28T23:16:33.722,Appetizer,44638862-37fd-452a-950a-074bb2e7d8bb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.004298,5653,62,1,Gluten Free,5653,2,1,-1,a96ae24a-c52a-4765-bfee-c4cdf37e5222,734,-1,-1,-1,-1,0,0,0,1,FALSE,0,0,FALSE,0,491,ANGELA F,S11V111,Prep,32,12,2022-03-28T18:28:48.049,2022-03-28T23:28:48.049,FALSE,312,2022-03-28T18:14:05.486,0001-01-01T00:00:00,1c337907-235b-4a76-bb4a-8df84293221b,509a7740-8d54-4024-8a7d-edc2dd7ae1da,11,FRY,2022-03-28 18:28:48.049000_509a7740-8d54-4024-8a7d-edc2dd7ae1da
1,APPETIZERS,2,-1,-1,692,2022-03-28T18:16:33.722,2022-03-28T23:16:33.722,Appetizer,44638862-37fd-452a-950a-074bb2e7d8bb,1,Dining Room,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.004298,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,734,734,-1,-1,-1,0,0,0,0,TRUE,41,0,FALSE,0,491,ANGELA F,S08V208,Assembler,32,12,2022-03-28T18:28:48.071,2022-03-28T23:28:48.071,FALSE,312,2022-03-28T18:14:05.486,0001-01-01T00:00:00,1c337907-235b-4a76-bb4a-8df84293221b,3217dd18-1eba-47f1-9c30-0ee23130d214,8,Appetizers,2022-03-28 18:28:48.071000_3217dd18-1eba-47f1-9c30-0ee23130d214
1,APPETIZERS,2,-1,-1,692,2022-03-28T18:16:33.722,2022-03-28T23:16:33.722,Appetizer,44638862-37fd-452a-950a-074bb2e7d8bb,1,Dining Room,1,0,734,-1,0,734,-1,2022-03-28T23:31:35.004298,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,742,734,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,491,ANGELA F,View 1509,Expediter,32,12,2022-03-28T18:28:56.275,2022-03-28T23:28:56.275,FALSE,312,2022-03-28T18:14:05.486,0001-01-01T00:00:00,1c337907-235b-4a76-bb4a-8df84293221b,5593061c-10eb-4029-b4b8-0b1375f97544,15,Need To Run,2022-03-28 18:28:56.275000_5593061c-10eb-4029-b4b8-0b1375f97544
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,496,-1,0,496,-1,2022-03-28T23:31:35.019899,3843,524,464,*Kid  Strips,3843,4,1,-1,e91d66ae-7b2d-49a6-966d-a9cfb820efde,887,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S11V111,Prep,998,1,2022-03-28T18:29:13.31,2022-03-28T23:29:13.31,TRUE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,3423f4e2-c250-430b-a87f-b60f464de80b,11,FRY,2022-03-28 18:29:13.310000_3423f4e2-c250-430b-a87f-b60f464de80b
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,496,-1,0,496,-1,2022-03-28T23:31:35.019899,4825,524,1,FFry,4825,5,1,-1,820bacf4-cbb5-4c16-8a7f-8fe49c49cb2f,887,-1,-1,-1,-1,0,0,0,4,FALSE,0,0,FALSE,0,985,FRED D,S11V111,Prep,998,1,2022-03-28T18:29:13.312,2022-03-28T23:29:13.312,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,8857772e-79fd-4911-8e05-9e6d9520bea4,11,FRY,2022-03-28 18:29:13.312000_8857772e-79fd-4911-8e05-9e6d9520bea4
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,39,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S08V108,Assembler,998,1,2022-03-28T18:29:13.345,2022-03-28T23:29:13.345,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,2cfdcfac-1258-4ba5-90f2-87fdbb49d442,32,Entrees,2022-03-28 18:29:13.345000_2cfdcfac-1258-4ba5-90f2-87fdbb49d442
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,View 5101,Assembler,998,1,2022-03-28T18:29:13.366,2022-03-28T23:29:13.366,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,da779cc0-31b0-4f6b-8158-f284f7a164ce,5101,Cashier Cooking 1,2022-03-28 18:29:13.366000_da779cc0-31b0-4f6b-8158-f284f7a164ce
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,View 5201,Assembler,998,1,2022-03-28T18:29:13.4,2022-03-28T23:29:13.4,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,dfc1c928-ca99-4863-bb54-ca96e476fc1f,5201,Cashier In Progress 2,2022-03-28 18:29:13.400000_dfc1c928-ca99-4863-bb54-ca96e476fc1f
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,View 5301,Assembler,998,1,2022-03-28T18:29:13.436,2022-03-28T23:29:13.436,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,6738669a-1094-4098-8e34-d8b4b53bff01,5301,Cashier In Progress 3,2022-03-28 18:29:13.436000_6738669a-1094-4098-8e34-d8b4b53bff01
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,View 1802,Assembler,998,1,2022-03-28T18:29:13.475,2022-03-28T23:29:13.475,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,9be081cf-4ed8-4740-951e-bc0dbc3684a2,6101,Cashier Delv Cooking 1,2022-03-28 18:29:13.475000_9be081cf-4ed8-4740-951e-bc0dbc3684a2
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,View 1902,Assembler,998,1,2022-03-28T18:29:13.488,2022-03-28T23:29:13.488,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,95417a8e-a4cf-4528-857f-9462b77dee99,6201,Cashier Delv Cooking 2,2022-03-28 18:29:13.488000_95417a8e-a4cf-4528-857f-9462b77dee99
1,ENTREES,1,-1,-1,960,2022-03-28T18:14:25.684,2022-03-28T23:14:25.684,Entree,5a42a079-f69c-491c-bb8a-f23070e5749a,9,DELIVERY,1,0,0,-1,0,0,-1,2022-03-28T23:31:35.019899,0,0,0,,0,0,0,0,00000000-0000-0000-0000-000000000000,887,887,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,View 2004,Assembler,998,1,2022-03-28T18:29:13.501,2022-03-28T23:29:13.501,FALSE,313,2022-03-28T18:14:25.683,0001-01-01T00:00:00,6002709e-8d6a-4825-80c7-6c7ac367d59b,ed485489-367b-486f-b2fd-66897070428d,6301,Cashier Delv Cooking 3,2022-03-28 18:29:13.501000_ed485489-367b-486f-b2fd-66897070428d
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,348,-1,1,348,-1,2022-03-28T23:31:35.019899,690,357,416,Louis Chkn Caesr,690,9,1,-1,07d57757-b16e-4a05-bb42-a23b13c7569a,382,-1,-1,-1,-1,0,0,0,0,FALSE,0,0,FALSE,0,985,FRED D,S11V111,Prep,985,1,2022-03-28T18:29:14.424,2022-03-28T23:29:14.424,TRUE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,75657043-aa2e-4dbd-b25a-c78af5d2680d,11,FRY,2022-03-28 18:29:14.424000_75657043-aa2e-4dbd-b25a-c78af5d2680d
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,348,-1,1,348,-1,2022-03-28T23:31:35.019899,225,357,1,Dry - Dress Side,225,10,1,-1,41ae9ef7-a6bb-407e-842a-c5d64c031377,382,-1,-1,-1,-1,0,0,0,9,FALSE,0,0,FALSE,0,985,FRED D,S11V111,Prep,985,1,2022-03-28T18:29:14.426,2022-03-28T23:29:14.426,FALSE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,0f3e42ab-1acc-4035-aa97-b38df8cbf997,11,FRY,2022-03-28 18:29:14.426000_0f3e42ab-1acc-4035-aa97-b38df8cbf997
1,ENTREES,1,-1,-1,764,2022-03-28T18:22:52.212,2022-03-28T23:22:52.212,Entree,9fbb4ced-0788-41f8-b98d-5ebe2adf8e2e,8,DIGITAL,1,0,348,-1,1,348,-1,2022-03-28T23:31:35.019899,1568,357,1,No carmelized onions,1568,11,1,-1,fc7001ab-3198-4d2e-857e-ec282c58d0d3,382,-1,-1,-1,-1,0,0,0,9,FALSE,0,0,FALSE,0,985,FRED D,S11V111,Prep,985,1,2022-03-28T18:29:14.427,2022-03-28T23:29:14.427,FALSE,326,2022-03-28T18:22:52.212,0001-01-01T00:00:00,8c25b345-9373-4b45-bf59-3da8d7ca4b52,263b9c9f-3782-4c61-ae09-e7a141ff3440,11,FRY,2022-03-28 18:29:14.427000_263b9c9f-3782-4c61-ae09-e7a141ff3440
